origin,destination,ridership
KG17: Merdeka,KG30: Batu 11 Cheras,4154
KG17: Merdeka,KG31: Bukit Dukung,3073
KG17: Merdeka,KG33: Sungai Jernih,3119
KG17: Merdeka,KG34: Stadium Kajang,1860
KG17: Merdeka,KG35: Kajang,6124
KG17: Merdeka,KJ01: Gombak,1295
KG17: Merdeka,KJ02: Taman Melati,1908
KG17: Merdeka,KJ03: Wangsa Maju,2229
KG17: Merdeka,KJ04: Sri Rampai,1269
KG17: Merdeka,KJ05: Setiawangsa,1932
KG17: Merdeka,KJ06: Jelatek,1437
KG17: Merdeka,KJ07: Dato' Keramat,743
KG17: Merdeka,KJ08: Damai,795
KG17: Merdeka,KJ09: Ampang Park,372
KG17: Merdeka,KJ10: KLCC,3178
KG17: Merdeka,KJ11: Kampung Baru,1662
KG17: Merdeka,KJ12: Dang Wangi,383
KG17: Merdeka,KJ13: Masjid Jamek,287
KG17: Merdeka,KJ14: Pasar Seni,7258
KG17: Merdeka,KJ15: KL Sentral,1734
KG17: Merdeka,KJ16: Bank Rakyat Bangsar,1885
KG17: Merdeka,KJ17: Abdullah Hukum,1357
KG17: Merdeka,KJ18: Kerinchi,1304
KG17: Merdeka,KJ19: Universiti,1135
KG17: Merdeka,KJ20: Taman Jaya,362
KG17: Merdeka,KJ21: Asia Jaya,379
KG17: Merdeka,KJ22: Taman Paramount,305
KG17: Merdeka,KJ23: Taman Bahagia,385
KG17: Merdeka,KJ24: Kelana Jaya,293
KG17: Merdeka,KJ25: Lembah Subang,501
KG17: Merdeka,KJ26: Ara Damansara,577
KG17: Merdeka,KJ27: Cgc Glenmarie,785
KG17: Merdeka,KJ28: Subang Jaya,829
KG17: Merdeka,KJ29: SS 15,608
KG17: Merdeka,KJ30: SS 18,204
KG17: Merdeka,KJ31: USJ 7,160
KG17: Merdeka,KJ32: Taipan,205
KG17: Merdeka,KJ33: Wawasan,232
KG17: Merdeka,KJ34: USJ 21,80
KG17: Merdeka,KJ35: Alam Megah,407
KG17: Merdeka,KJ36: Subang Alam,45
KG17: Merdeka,MR01: KL Sentral,66
KG17: Merdeka,MR02: Tun Sambanthan,68
KG17: Merdeka,MR03: Maharajalela,106
KG17: Merdeka,MR04: Hang Tuah,1569
KG17: Merdeka,MR05: Imbi,455
KG17: Merdeka,MR06: Bukit Bintang,78
KG17: Merdeka,MR07: Raja Chulan,105
KG17: Merdeka,MR08: Bukit Nanas,60
KG17: Merdeka,MR09: Medan Tuanku,51
KG17: Merdeka,MR10: Chow Kit,94
KG17: Merdeka,MR11: Titiwangsa,57
KG17: Merdeka,PYL03: Kampung Selamat,557
KG17: Merdeka,PYL04: Sungai Buloh,1945
KG17: Merdeka,SP12: Cheras,1589
KG17: Merdeka,SP13: Salak Selatan,2868
KG17: Merdeka,SP14: Bandar Tun Razak,798
KG17: Merdeka,SP15: Bandar Tasik Selatan,1886
KG17: Merdeka,SP16: Sungai Besi,40
KG17: Merdeka,SP17: Bukit Jalil,1260
KG17: Merdeka,SP18: Sri Petaling,486
KG17: Merdeka,SP19: Awan Besar,1458
KG17: Merdeka,SP20: Muhibbah,427
KG17: Merdeka,SP21: Alam Sutera,558
KG17: Merdeka,SP22: Kinrara,1450
KG17: Merdeka,SP24: IOI Puchong Jaya,566
KG17: Merdeka,SP25: Pusat Bandar Puchong,471
KG17: Merdeka,SP26: Taman Perindustrian Puchong,321
KG17: Merdeka,SP27: Bandar Puteri,425
KG17: Merdeka,SP28: Puchong Perdana,313
KG17: Merdeka,SP29: Puchong Prima,800
KG17: Merdeka,SP31: Putra Heights,560
KG18: Bukit Bintang,A0: All Stations,3218200
KG18: Bukit Bintang,AG01: Sentul Timur,5442
KG18: Bukit Bintang,AG02: Sentul,3192
KG18: Bukit Bintang,AG03: Titiwangsa,2088
KG18: Bukit Bintang,AG04: PWTC,8301
KG18: Bukit Bintang,AG05: Sultan Ismail,823
KG18: Bukit Bintang,AG06: Bandaraya,6326
KG18: Bukit Bintang,AG07: Masjid Jamek,21392
KG18: Bukit Bintang,AG08: Plaza Rakyat,11664
KG18: Bukit Bintang,AG09: Hang Tuah,698
KG18: Bukit Bintang,AG10: Pudu,3857
KG18: Bukit Bintang,AG11: Chan Sow Lin,1896
KG18: Bukit Bintang,AG12: Miharja,7274
KG18: Bukit Bintang,AG13: Maluri,22288
KG18: Bukit Bintang,AG14: Pandan Jaya,22903
KG18: Bukit Bintang,AG15: Pandan Indah,19081
KG18: Bukit Bintang,AG16: Cempaka,28173
KG18: Bukit Bintang,AG17: Cahaya,18969
KG18: Bukit Bintang,AG18: Ampang,30782
KG18: Bukit Bintang,KG04: Kwasa Damansara,16736
KG18: Bukit Bintang,KG05: Kwasa Sentral,41056
KG18: Bukit Bintang,KG06: Kota Damansara,32741
KG18: Bukit Bintang,KG07: Surian,50024
KG18: Bukit Bintang,KG08: Mutiara Damansara,53700
KG18: Bukit Bintang,KG09: Bandar Utama,80420
KG18: Bukit Bintang,KG10: TTDI,47527
KG18: Bukit Bintang,KG12: Phileo Damansara,35640
KG18: Bukit Bintang,KG13: Pusat Bandar Damansara,45900
KG18: Bukit Bintang,KG14: Semantan,48549
KG18: Bukit Bintang,KG15: Muzium Negara,96600
KG18: Bukit Bintang,KG16: Pasar Seni,118026
KG18: Bukit Bintang,KG17: Merdeka,28573
KG18: Bukit Bintang,KG18: Bukit Bintang,136331
KG18: Bukit Bintang,KG20: Tun Razak Exchange,248432
KG18: Bukit Bintang,KG21: Cochrane,181085
KG18: Bukit Bintang,KG22: Maluri,261270
KG18: Bukit Bintang,KG23: Taman Pertama,53519
KG18: Bukit Bintang,KG24: Taman Midah,64691
KG18: Bukit Bintang,KG25: Taman Mutiara,117342
KG18: Bukit Bintang,KG26: Taman Connaught,99954
KG18: Bukit Bintang,KG27: Taman Suntex,75677
KG18: Bukit Bintang,KG28: Sri Raya,38518
KG18: Bukit Bintang,KG29: Bandar Tun Hussien Onn,67436
KG18: Bukit Bintang,KG30: Batu 11 Cheras,50002
KG18: Bukit Bintang,KG31: Bukit Dukung,41415
KG18: Bukit Bintang,KG33: Sungai Jernih,48828
KG18: Bukit Bintang,KG34: Stadium Kajang,41766
KG18: Bukit Bintang,KG35: Kajang,122092
KG18: Bukit Bintang,KJ01: Gombak,10322
KG18: Bukit Bintang,KJ02: Taman Melati,17536
KG18: Bukit Bintang,KJ03: Wangsa Maju,26658
KG18: Bukit Bintang,KJ04: Sri Rampai,13592
KG18: Bukit Bintang,KJ05: Setiawangsa,8147
KG18: Bukit Bintang,KJ06: Jelatek,7105
KG18: Bukit Bintang,KJ07: Dato' Keramat,2307
KG18: Bukit Bintang,KJ08: Damai,2869
KG18: Bukit Bintang,KJ09: Ampang Park,2633
KG18: Bukit Bintang,KJ10: KLCC,34373
KG18: Bukit Bintang,KJ11: Kampung Baru,11405
KG18: Bukit Bintang,KJ12: Dang Wangi,1904
KG18: Bukit Bintang,KJ13: Masjid Jamek,6460
KG18: Bukit Bintang,KJ14: Pasar Seni,161505
KG18: Bukit Bintang,KJ15: KL Sentral,19276
KG18: Bukit Bintang,KJ16: Bank Rakyat Bangsar,23843
KG18: Bukit Bintang,KJ17: Abdullah Hukum,31688
KG18: Bukit Bintang,KJ18: Kerinchi,11211
KG18: Bukit Bintang,KJ19: Universiti,20550
KG18: Bukit Bintang,KJ20: Taman Jaya,6533
KG18: Bukit Bintang,KJ21: Asia Jaya,10648
KG18: Bukit Bintang,KJ22: Taman Paramount,9864
KG18: Bukit Bintang,KJ23: Taman Bahagia,6039
KG18: Bukit Bintang,KJ24: Kelana Jaya,8675
KG18: Bukit Bintang,KJ25: Lembah Subang,9223
KG18: Bukit Bintang,KJ26: Ara Damansara,10911
KG18: Bukit Bintang,KJ27: Cgc Glenmarie,12816
KG18: Bukit Bintang,KJ28: Subang Jaya,9983
KG18: Bukit Bintang,KJ29: SS 15,12764
KG18: Bukit Bintang,KJ30: SS 18,2677
KG18: Bukit Bintang,KJ31: USJ 7,5709
KG18: Bukit Bintang,KJ32: Taipan,6106
KG18: Bukit Bintang,KJ33: Wawasan,3039
KG18: Bukit Bintang,KJ34: USJ 21,3065
KG18: Bukit Bintang,KJ35: Alam Megah,4643
KG18: Bukit Bintang,KJ36: Subang Alam,1230
KG18: Bukit Bintang,MR01: KL Sentral,170
KG18: Bukit Bintang,MR02: Tun Sambanthan,112
KG18: Bukit Bintang,MR03: Maharajalela,94
KG18: Bukit Bintang,MR04: Hang Tuah,1979
KG18: Bukit Bintang,MR05: Imbi,203
KG18: Bukit Bintang,MR06: Bukit Bintang,139
KG18: Bukit Bintang,MR07: Raja Chulan,30
KG18: Bukit Bintang,MR08: Bukit Nanas,550
KG18: Bukit Bintang,MR09: Medan Tuanku,624
KG18: Bukit Bintang,MR10: Chow Kit,716
KG18: Bukit Bintang,MR11: Titiwangsa,604
KG18: Bukit Bintang,PYL03: Kampung Selamat,9309
KG18: Bukit Bintang,PYL04: Sungai Buloh,25647
KG18: Bukit Bintang,SP12: Cheras,4974
KG18: Bukit Bintang,SP13: Salak Selatan,9551
KG18: Bukit Bintang,SP14: Bandar Tun Razak,2154
KG18: Bukit Bintang,SP15: Bandar Tasik Selatan,7814
KG18: Bukit Bintang,SP16: Sungai Besi,264
KG18: Bukit Bintang,SP17: Bukit Jalil,9595
KG18: Bukit Bintang,SP18: Sri Petaling,3756
KG18: Bukit Bintang,SP19: Awan Besar,8444
KG18: Bukit Bintang,SP20: Muhibbah,4813
KG18: Bukit Bintang,SP21: Alam Sutera,3850
KG18: Bukit Bintang,SP22: Kinrara,5564
KG18: Bukit Bintang,SP24: IOI Puchong Jaya,3640
KG18: Bukit Bintang,SP25: Pusat Bandar Puchong,3798
KG18: Bukit Bintang,SP26: Taman Perindustrian Puchong,883
KG18: Bukit Bintang,SP27: Bandar Puteri,1784
KG18: Bukit Bintang,SP28: Puchong Perdana,1864
KG18: Bukit Bintang,SP29: Puchong Prima,3926
KG18: Bukit Bintang,SP31: Putra Heights,5041
KG20: Tun Razak Exchange,A0: All Stations,1994773
KG20: Tun Razak Exchange,AG01: Sentul Timur,14065
KG20: Tun Razak Exchange,AG02: Sentul,8568
KG20: Tun Razak Exchange,AG03: Titiwangsa,10050
KG20: Tun Razak Exchange,AG04: PWTC,10443
KG20: Tun Razak Exchange,AG05: Sultan Ismail,1634
KG20: Tun Razak Exchange,AG06: Bandaraya,6045
KG20: Tun Razak Exchange,AG07: Masjid Jamek,8562
KG20: Tun Razak Exchange,AG08: Plaza Rakyat,6010
KG20: Tun Razak Exchange,AG09: Hang Tuah,2180
KG20: Tun Razak Exchange,AG10: Pudu,5880
KG20: Tun Razak Exchange,AG11: Chan Sow Lin,1315
KG20: Tun Razak Exchange,AG12: Miharja,3463
KG20: Tun Razak Exchange,AG13: Maluri,9758
KG20: Tun Razak Exchange,AG14: Pandan Jaya,13233
KG20: Tun Razak Exchange,AG15: Pandan Indah,13358
KG20: Tun Razak Exchange,AG16: Cempaka,17443
KG20: Tun Razak Exchange,AG17: Cahaya,11880
KG20: Tun Razak Exchange,AG18: Ampang,20291
KG20: Tun Razak Exchange,KG04: Kwasa Damansara,9771
KG20: Tun Razak Exchange,KG05: Kwasa Sentral,22489
KG20: Tun Razak Exchange,KG06: Kota Damansara,13513
KG20: Tun Razak Exchange,KG07: Surian,24713
KG20: Tun Razak Exchange,KG08: Mutiara Damansara,22406
KG20: Tun Razak Exchange,KG09: Bandar Utama,43298
KG20: Tun Razak Exchange,KG10: TTDI,23621
KG20: Tun Razak Exchange,KG12: Phileo Damansara,23103
KG20: Tun Razak Exchange,KG13: Pusat Bandar Damansara,15115
KG20: Tun Razak Exchange,KG14: Semantan,17130
KG20: Tun Razak Exchange,KG15: Muzium Negara,63887
KG20: Tun Razak Exchange,KG16: Pasar Seni,39219
KG20: Tun Razak Exchange,KG17: Merdeka,13236
KG20: Tun Razak Exchange,KG18: Bukit Bintang,271401
KG20: Tun Razak Exchange,KG20: Tun Razak Exchange,38817
KG20: Tun Razak Exchange,KG21: Cochrane,163625
KG20: Tun Razak Exchange,KG22: Maluri,167392
KG20: Tun Razak Exchange,KG23: Taman Pertama,31680
KG20: Tun Razak Exchange,KG24: Taman Midah,36732
KG20: Tun Razak Exchange,KG25: Taman Mutiara,59195
KG20: Tun Razak Exchange,KG26: Taman Connaught,52299
KG20: Tun Razak Exchange,KG27: Taman Suntex,41035
KG20: Tun Razak Exchange,KG28: Sri Raya,19592
KG20: Tun Razak Exchange,KG29: Bandar Tun Hussien Onn,33733
KG20: Tun Razak Exchange,KG30: Batu 11 Cheras,23010
KG20: Tun Razak Exchange,KG31: Bukit Dukung,20354
KG20: Tun Razak Exchange,KG33: Sungai Jernih,28659
KG20: Tun Razak Exchange,KG34: Stadium Kajang,16980
KG20: Tun Razak Exchange,KG35: Kajang,72025
KG20: Tun Razak Exchange,KJ01: Gombak,3269
KG20: Tun Razak Exchange,KJ02: Taman Melati,3690
KG20: Tun Razak Exchange,KJ03: Wangsa Maju,4802
KG20: Tun Razak Exchange,KJ04: Sri Rampai,2932
KG20: Tun Razak Exchange,KJ05: Setiawangsa,1733
KG20: Tun Razak Exchange,KJ06: Jelatek,1049
KG20: Tun Razak Exchange,KJ07: Dato' Keramat,425
KG20: Tun Razak Exchange,KJ08: Damai,705
KG20: Tun Razak Exchange,KJ09: Ampang Park,285
KG20: Tun Razak Exchange,KJ10: KLCC,8392
KG20: Tun Razak Exchange,KJ11: Kampung Baru,3466
KG20: Tun Razak Exchange,KJ12: Dang Wangi,1217
KG20: Tun Razak Exchange,KJ13: Masjid Jamek,3192
KG20: Tun Razak Exchange,KJ14: Pasar Seni,56844
KG20: Tun Razak Exchange,KJ15: KL Sentral,10551
KG20: Tun Razak Exchange,KJ16: Bank Rakyat Bangsar,9995
KG20: Tun Razak Exchange,KJ17: Abdullah Hukum,15208
KG20: Tun Razak Exchange,KJ18: Kerinchi,4576
KG20: Tun Razak Exchange,KJ19: Universiti,13807
KG20: Tun Razak Exchange,KJ20: Taman Jaya,4046
KG20: Tun Razak Exchange,KJ21: Asia Jaya,4199
KG20: Tun Razak Exchange,KJ22: Taman Paramount,5727
KG20: Tun Razak Exchange,KJ23: Taman Bahagia,3835
KG20: Tun Razak Exchange,KJ24: Kelana Jaya,5541
KG20: Tun Razak Exchange,KJ25: Lembah Subang,6918
KG20: Tun Razak Exchange,KJ26: Ara Damansara,7875
KG20: Tun Razak Exchange,KJ27: Cgc Glenmarie,9725
KG20: Tun Razak Exchange,KJ28: Subang Jaya,8647
KG20: Tun Razak Exchange,KJ29: SS 15,7170
KG20: Tun Razak Exchange,KJ30: SS 18,2429
KG20: Tun Razak Exchange,KJ31: USJ 7,3334
KG20: Tun Razak Exchange,KJ32: Taipan,3685
KG20: Tun Razak Exchange,KJ33: Wawasan,2432
KG20: Tun Razak Exchange,KJ34: USJ 21,2409
KG20: Tun Razak Exchange,KJ35: Alam Megah,3803
KG20: Tun Razak Exchange,KJ36: Subang Alam,876
KG20: Tun Razak Exchange,MR01: KL Sentral,347
KG20: Tun Razak Exchange,MR02: Tun Sambanthan,80
KG20: Tun Razak Exchange,MR03: Maharajalela,307
KG20: Tun Razak Exchange,MR04: Hang Tuah,6063
KG20: Tun Razak Exchange,MR05: Imbi,695
KG20: Tun Razak Exchange,MR06: Bukit Bintang,247
KG20: Tun Razak Exchange,MR07: Raja Chulan,67
KG20: Tun Razak Exchange,MR08: Bukit Nanas,237
KG20: Tun Razak Exchange,MR09: Medan Tuanku,1105
KG20: Tun Razak Exchange,MR10: Chow Kit,2497
KG20: Tun Razak Exchange,MR11: Titiwangsa,4632
KG20: Tun Razak Exchange,PYL03: Kampung Selamat,5593
KG20: Tun Razak Exchange,PYL04: Sungai Buloh,28096
KG20: Tun Razak Exchange,SP12: Cheras,8655
KG20: Tun Razak Exchange,SP13: Salak Selatan,17271
KG20: Tun Razak Exchange,SP14: Bandar Tun Razak,4602
KG20: Tun Razak Exchange,SP15: Bandar Tasik Selatan,11374
KG20: Tun Razak Exchange,SP16: Sungai Besi,280
KG20: Tun Razak Exchange,SP17: Bukit Jalil,13629
KG20: Tun Razak Exchange,SP18: Sri Petaling,5542
KG20: Tun Razak Exchange,SP19: Awan Besar,14068
KG20: Tun Razak Exchange,SP20: Muhibbah,8247
KG20: Tun Razak Exchange,SP21: Alam Sutera,7636
KG20: Tun Razak Exchange,SP22: Kinrara,13204
KG20: Tun Razak Exchange,SP24: IOI Puchong Jaya,6788
KG20: Tun Razak Exchange,SP25: Pusat Bandar Puchong,7556
KG20: Tun Razak Exchange,SP26: Taman Perindustrian Puchong,2658
KG20: Tun Razak Exchange,SP27: Bandar Puteri,3824
KG20: Tun Razak Exchange,SP28: Puchong Perdana,3342
KG20: Tun Razak Exchange,SP29: Puchong Prima,7635
KG20: Tun Razak Exchange,SP31: Putra Heights,7499
KG21: Cochrane,A0: All Stations,1162684
KG21: Cochrane,AG01: Sentul Timur,5233
KG21: Cochrane,AG02: Sentul,2516
KG21: Cochrane,AG03: Titiwangsa,3633
KG21: Cochrane,AG04: PWTC,3676
KG21: Cochrane,AG05: Sultan Ismail,702
KG21: Cochrane,AG06: Bandaraya,4250
KG21: Cochrane,AG07: Masjid Jamek,6345
KG21: Cochrane,AG08: Plaza Rakyat,3500
KG21: Cochrane,AG09: Hang Tuah,2096
KG21: Cochrane,AG10: Pudu,3974
KG21: Cochrane,AG11: Chan Sow Lin,1297
KG21: Cochrane,AG12: Miharja,3561
KG21: Cochrane,AG13: Maluri,6706
KG21: Cochrane,AG14: Pandan Jaya,11682
KG21: Cochrane,AG15: Pandan Indah,10468
KG21: Cochrane,AG16: Cempaka,14782
KG21: Cochrane,AG17: Cahaya,6353
KG21: Cochrane,AG18: Ampang,16736
KG21: Cochrane,KG04: Kwasa Damansara,2951
KG21: Cochrane,KG05: Kwasa Sentral,7184
KG21: Cochrane,KG06: Kota Damansara,5155
KG21: Cochrane,KG07: Surian,8121
KG21: Cochrane,KG08: Mutiara Damansara,8693
KG21: Cochrane,KG09: Bandar Utama,12480
KG21: Cochrane,KG10: TTDI,7786
KG21: Cochrane,KG12: Phileo Damansara,7540
KG21: Cochrane,KG13: Pusat Bandar Damansara,10295
KG21: Cochrane,KG14: Semantan,9203
KG21: Cochrane,KG15: Muzium Negara,34299
KG21: Cochrane,KG16: Pasar Seni,21721
KG21: Cochrane,KG17: Merdeka,8886
KG21: Cochrane,KG18: Bukit Bintang,165309
KG21: Cochrane,KG20: Tun Razak Exchange,150521
KG21: Cochrane,KG21: Cochrane,20117
KG21: Cochrane,KG22: Maluri,88198
KG21: Cochrane,KG23: Taman Pertama,17931
KG21: Cochrane,KG24: Taman Midah,21490
KG21: Cochrane,KG25: Taman Mutiara,40209
KG21: Cochrane,KG26: Taman Connaught,34214
KG21: Cochrane,KG27: Taman Suntex,30960
KG21: Cochrane,KG28: Sri Raya,16568
KG21: Cochrane,KG29: Bandar Tun Hussien Onn,22044
KG21: Cochrane,KG30: Batu 11 Cheras,14934
KG21: Cochrane,KG31: Bukit Dukung,15656
KG21: Cochrane,KG33: Sungai Jernih,15942
KG21: Cochrane,KG34: Stadium Kajang,13129
KG21: Cochrane,KG35: Kajang,44304
KG21: Cochrane,KJ01: Gombak,4056
KG21: Cochrane,KJ02: Taman Melati,4561
KG21: Cochrane,KJ03: Wangsa Maju,6720
KG21: Cochrane,KJ04: Sri Rampai,3458
KG21: Cochrane,KJ05: Setiawangsa,2298
KG21: Cochrane,KJ06: Jelatek,1628
KG21: Cochrane,KJ07: Dato' Keramat,444
KG21: Cochrane,KJ08: Damai,920
KG21: Cochrane,KJ09: Ampang Park,402
KG21: Cochrane,KJ10: KLCC,9822
KG21: Cochrane,KJ11: Kampung Baru,3372
KG21: Cochrane,KJ12: Dang Wangi,1100
KG21: Cochrane,KJ13: Masjid Jamek,1943
KG21: Cochrane,KJ14: Pasar Seni,35359
KG21: Cochrane,KJ15: KL Sentral,5543
KG21: Cochrane,KJ16: Bank Rakyat Bangsar,5818
KG21: Cochrane,KJ17: Abdullah Hukum,10614
KG21: Cochrane,KJ18: Kerinchi,3672
KG21: Cochrane,KJ19: Universiti,7126
KG21: Cochrane,KJ20: Taman Jaya,2006
KG21: Cochrane,KJ21: Asia Jaya,2108
KG21: Cochrane,KJ22: Taman Paramount,1958
KG21: Cochrane,KJ23: Taman Bahagia,1372
KG21: Cochrane,KJ24: Kelana Jaya,1243
KG21: Cochrane,KJ25: Lembah Subang,2356
KG21: Cochrane,KJ26: Ara Damansara,2807
KG21: Cochrane,KJ27: Cgc Glenmarie,2679
KG21: Cochrane,KJ28: Subang Jaya,3070
KG21: Cochrane,KJ29: SS 15,1967
KG21: Cochrane,KJ30: SS 18,389
KG21: Cochrane,KJ31: USJ 7,1094
KG21: Cochrane,KJ32: Taipan,980
KG21: Cochrane,KJ33: Wawasan,650
KG21: Cochrane,KJ34: USJ 21,644
KG21: Cochrane,KJ35: Alam Megah,1192
KG21: Cochrane,KJ36: Subang Alam,205
KG21: Cochrane,MR01: KL Sentral,88
KG21: Cochrane,MR02: Tun Sambanthan,31
KG21: Cochrane,MR03: Maharajalela,91
KG21: Cochrane,MR04: Hang Tuah,3938
KG21: Cochrane,MR05: Imbi,513
KG21: Cochrane,MR06: Bukit Bintang,74
KG21: Cochrane,MR07: Raja Chulan,17
KG21: Cochrane,MR08: Bukit Nanas,38
KG21: Cochrane,MR09: Medan Tuanku,282
KG21: Cochrane,MR10: Chow Kit,505
KG21: Cochrane,MR11: Titiwangsa,1972
KG21: Cochrane,PYL03: Kampung Selamat,1389
KG21: Cochrane,PYL04: Sungai Buloh,8732
KG21: Cochrane,SP12: Cheras,4202
KG21: Cochrane,SP13: Salak Selatan,8425
KG21: Cochrane,SP14: Bandar Tun Razak,3864
KG21: Cochrane,SP15: Bandar Tasik Selatan,7277
KG21: Cochrane,SP16: Sungai Besi,132
KG21: Cochrane,SP17: Bukit Jalil,3363
KG21: Cochrane,SP18: Sri Petaling,1433
KG21: Cochrane,SP19: Awan Besar,2576
KG21: Cochrane,SP20: Muhibbah,2629
KG21: Cochrane,SP21: Alam Sutera,1608
KG21: Cochrane,SP22: Kinrara,1992
KG21: Cochrane,SP24: IOI Puchong Jaya,1482
KG21: Cochrane,SP25: Pusat Bandar Puchong,1348
KG21: Cochrane,SP26: Taman Perindustrian Puchong,429
KG21: Cochrane,SP27: Bandar Puteri,960
KG21: Cochrane,SP28: Puchong Perdana,1059
KG21: Cochrane,SP29: Puchong Prima,1556
KG21: Cochrane,SP31: Putra Heights,1753
KG22: Maluri,A0: All Stations,1743732
KG22: Maluri,AG01: Sentul Timur,5573
KG22: Maluri,AG02: Sentul,2827
KG22: Maluri,AG03: Titiwangsa,4504
KG22: Maluri,AG04: PWTC,4807
KG22: Maluri,AG05: Sultan Ismail,1568
KG22: Maluri,AG06: Bandaraya,8595
KG22: Maluri,AG07: Masjid Jamek,14591
KG22: Maluri,AG08: Plaza Rakyat,6504
KG22: Maluri,AG09: Hang Tuah,5354
KG22: Maluri,AG10: Pudu,13826
KG22: Maluri,AG11: Chan Sow Lin,6017
KG22: Maluri,AG12: Miharja,12523
KG22: Maluri,AG13: Maluri,9147
KG22: Maluri,AG14: Pandan Jaya,22248
KG22: Maluri,AG15: Pandan Indah,19562
KG22: Maluri,AG16: Cempaka,32898
KG22: Maluri,AG17: Cahaya,17311
KG22: Maluri,AG18: Ampang,24820
KG22: Maluri,KG04: Kwasa Damansara,3347
KG22: Maluri,KG05: Kwasa Sentral,9776
KG22: Maluri,KG06: Kota Damansara,8137
KG22: Maluri,KG07: Surian,16358
KG22: Maluri,KG08: Mutiara Damansara,13698
KG22: Maluri,KG09: Bandar Utama,27396
KG22: Maluri,KG10: TTDI,18717
KG22: Maluri,KG12: Phileo Damansara,11945
KG22: Maluri,KG13: Pusat Bandar Damansara,21900
KG22: Maluri,KG14: Semantan,23435
KG22: Maluri,KG15: Muzium Negara,90336
KG22: Maluri,KG16: Pasar Seni,31657
KG22: Maluri,KG17: Merdeka,12576
KG22: Maluri,KG18: Bukit Bintang,259118
KG22: Maluri,KG20: Tun Razak Exchange,164084
KG22: Maluri,KG21: Cochrane,82292
KG22: Maluri,KG22: Maluri,31004
KG22: Maluri,KG23: Taman Pertama,37667
KG22: Maluri,KG24: Taman Midah,39877
KG22: Maluri,KG25: Taman Mutiara,82592
KG22: Maluri,KG26: Taman Connaught,52962
KG22: Maluri,KG27: Taman Suntex,43489
KG22: Maluri,KG28: Sri Raya,23899
KG22: Maluri,KG29: Bandar Tun Hussien Onn,30446
KG22: Maluri,KG30: Batu 11 Cheras,23258
KG22: Maluri,KG31: Bukit Dukung,17927
KG22: Maluri,KG33: Sungai Jernih,13845
KG22: Maluri,KG34: Stadium Kajang,18381
KG22: Maluri,KG35: Kajang,44827
KG22: Maluri,KJ01: Gombak,1801
KG22: Maluri,KJ02: Taman Melati,3535
KG22: Maluri,KJ03: Wangsa Maju,6860
KG22: Maluri,KJ04: Sri Rampai,2297
KG22: Maluri,KJ05: Setiawangsa,1175
KG22: Maluri,KJ06: Jelatek,872
KG22: Maluri,KJ07: Dato' Keramat,440
KG22: Maluri,KJ08: Damai,548
KG22: Maluri,KJ09: Ampang Park,489
KG22: Maluri,KJ10: KLCC,13875
KG22: Maluri,KJ11: Kampung Baru,1752
KG22: Maluri,KJ12: Dang Wangi,2537
KG22: Maluri,KJ13: Masjid Jamek,1665
KG22: Maluri,KJ14: Pasar Seni,28376
KG22: Maluri,KJ15: KL Sentral,7319
KG22: Maluri,KJ16: Bank Rakyat Bangsar,15392
KG22: Maluri,KJ17: Abdullah Hukum,28371
KG22: Maluri,KJ18: Kerinchi,11436
KG22: Maluri,KJ19: Universiti,9339
KG22: Maluri,KJ20: Taman Jaya,4404
KG22: Maluri,KJ21: Asia Jaya,6085
KG22: Maluri,KJ22: Taman Paramount,3132
KG22: Maluri,KJ23: Taman Bahagia,2518
KG22: Maluri,KJ24: Kelana Jaya,2682
KG22: Maluri,KJ25: Lembah Subang,2688
KG22: Maluri,KJ26: Ara Damansara,3247
KG22: Maluri,KJ27: Cgc Glenmarie,3873
KG22: Maluri,KJ28: Subang Jaya,5029
KG22: Maluri,KJ29: SS 15,3449
KG22: Maluri,KJ30: SS 18,650
KG22: Maluri,KJ31: USJ 7,1588
KG22: Maluri,KJ32: Taipan,1687
KG22: Maluri,KJ33: Wawasan,957
KG22: Maluri,KJ34: USJ 21,522
KG22: Maluri,KJ35: Alam Megah,1360
KG22: Maluri,KJ36: Subang Alam,291
KG22: Maluri,MR01: KL Sentral,768
KG22: Maluri,MR02: Tun Sambanthan,363
KG22: Maluri,MR03: Maharajalela,451
KG22: Maluri,MR04: Hang Tuah,9998
KG22: Maluri,MR05: Imbi,1976
KG22: Maluri,MR06: Bukit Bintang,219
KG22: Maluri,MR07: Raja Chulan,548
KG22: Maluri,MR08: Bukit Nanas,368
KG22: Maluri,MR09: Medan Tuanku,445
KG22: Maluri,MR10: Chow Kit,877
KG22: Maluri,MR11: Titiwangsa,832
KG22: Maluri,PYL03: Kampung Selamat,1783
KG22: Maluri,PYL04: Sungai Buloh,8358
KG22: Maluri,SP12: Cheras,9341
KG22: Maluri,SP13: Salak Selatan,12519
KG22: Maluri,SP14: Bandar Tun Razak,5223
KG22: Maluri,SP15: Bandar Tasik Selatan,8453
KG22: Maluri,SP16: Sungai Besi,464
KG22: Maluri,SP17: Bukit Jalil,5489
KG22: Maluri,SP18: Sri Petaling,1689
KG22: Maluri,SP19: Awan Besar,4004
KG22: Maluri,SP20: Muhibbah,2535
KG22: Maluri,SP21: Alam Sutera,2157
KG22: Maluri,SP22: Kinrara,3119
KG22: Maluri,SP24: IOI Puchong Jaya,2403
